52594,37.54117,-121.9736
52595,37.95755,-122.36704
50699,37.95452,-122.36701
54555,37.63916,-122.10192
52599,37.92518,-122.31711
50684,37.96546,-122.33241
56489,37.53405,-121.9614
52606,37.51323,-121.95162
56460,37.83043,-122.23919
50683,37.8154,-122.26412
52610,37.86911,-122.29254
56469,37.82997,-122.24262
52619,37.51004,-121.9633
52616,37.53924,-121.97019
54516,37.80995,-122.23079
56454,37.89453,-122.28236
56455,37.89403,-122.30718
54513,37.93502,-122.32175
56459,37.83047,-122.23623
54515,37.80652,-122.20708
54532,37.82789,-122.25716
50711,37.85316,-122.28098
52643,37.85213,-122.28711
54538,37.92519,-122.33622
50700,37.97611,-122.31727
52644,37.54484,-121.9813
54530,37.82715,-122.25133
50635,37.78963,-122.39297
59433,37.92758,-122.29616
54487,37.81134,-122.24762
50631,37.80971,-122.23955
50626,37.79015,-122.39354
54483,37.84603,-122.25513
56424,37.50234,-121.97037
54478,37.8438,-122.29586
54477,37.65188,-122.10506
50621,37.82983,-122.28518
56403,37.83277,-122.22126
52545,37.90287,-122.29533
56400,37.82916,-122.2489
54500,37.92509,-122.34727
56396,37.83749,-122.22654
56411,37.91327,-122.30445
50610,37.76458,-122.16643
54498,37.8638,-122.26749
50609,37.92529,-122.34449
56408,37.82495,-122.23228
54493,37.82765,-122.25709
50604,37.89965,-122.28742
54457,37.98931,-122.32238
54458,37.93659,-122.36382
50660,37.90376,-122.30422
54453,37.80726,-122.23468
56382,37.56729,-122.27207
52559,37.86599,-122.28164
52569,37.84845,-122.2717
56395,37.83529,-122.22635
52571,37.78925,-122.22051
59388,37.92094,-122.28887
52564,37.79107,-122.21977
59389,37.75261,-122.16766
50651,37.8742,-122.26541
54475,37.83727,-122.24896
52579,37.85972,-122.28051
54474,37.97837,-122.35094
56365,37.65474,-122.13383
50645,37.90175,-122.30534
54468,37.94008,-122.36266
59380,37.74845,-122.19646
54471,37.809917,-122.24628
59377,37.73618,-122.19687
56376,37.97774,-122.32875
56379,37.96338,-122.35522
50637,37.80218,-122.27269
50636,37.79465,-122.27417
56375,37.57096,-121.96632
56374,37.65379,-122.10867
56614,37.90237,-122.29664
56612,37.89067,-122.29094
54418,37.92955,-122.30044
56618,37.56796,-122.2744
54422,37.80623,-122.23111
54421,37.98794,-122.35303
52721,37.88914,-122.27492
54428,37.93662,-122.31616
50547,37.97104,-122.34029
52744,37.89584,-122.30812
50545,37.57161,-122.03152
52732,37.80294,-122.21095
56595,37.54695,-121.98482
59200,37.92214,-122.31131
54388,37.88444,-122.29717
56572,37.93568,-122.32402
50598,37.76379,-122.18029
59209,37.97579,-122.31657
50600,37.76594,-122.1676
50602,37.65302,-122.11764
52754,37.65315,-122.12412
50572,37.84673,-122.29213
54398,37.88044,-122.29635
52774,37.516968,-121.954185
52766,37.83084,-122.27395
50584,37.85273,-122.28345
56552,37.93571,-122.32338
50494,37.75717,-122.24797
59294,37.51924,-122.25319
54349,37.86764,-122.28155
50493,37.55448,-122.27704
52656,37.90326,-122.29414
54357,37.50968,-121.96108
54356,37.94927,-122.36578
54368,37.83399,-122.25253
54369,37.63918,-122.10159
50476,37.85628,-122.24665
50490,37.56078,-122.26971
54379,37.73015,-122.19973
50487,37.83498,-122.22577
52669,37.9039,-122.29075
56521,37.83085,-122.27378
52689,37.61975,-122.08895
54344,37.89112,-122.27621
54345,37.94921,-122.36601
52707,37.56492,-121.96263
56718,37.93787,-122.36379
56720,37.9251,-122.34492
59099,37.76136,-122.20477
56722,37.89834,-122.30914
54815,37.55356,-121.98411
56728,37.79433,-122.21849
56731,37.94602,-122.36266
52339,37.95851,-122.36685
50443,37.75578,-122.24504
56740,37.85478,-122.22036
52342,37.98347,-122.35644
56742,37.92556,-122.32319
52344,37.85217,-122.28625
50435,37.80416,-122.27137
52381,37.83734,-122.27343
56684,37.98491,-122.35665
59064,37.55611,-122.27453
50447,37.81076,-122.26705
59054,37.93554,-122.31947
56693,37.9007,-122.30967
50451,37.8114,-122.26566
56699,37.82741,-122.25671
56698,37.87635,-122.26898
50450,37.8086,-122.266136
50448,37.8795,-122.30045
54774,37.59395,-122.01933
52369,37.90421,-122.30414
56711,37.87038,-122.28134
56708,37.98595,-122.31659
54764,37.58049,-122.02379
52289,37.89077,-122.28893
56657,37.96282,-122.3255
59160,37.83369,-122.224
56659,37.89098,-122.28524
59156,37.82865,-122.26062
56652,37.53632,-122.29698
56654,37.83048,-122.28302
52296,37.84907,-122.27117
56667,37.83634,-122.2176
54754,37.9195,-122.28671
56660,37.54228,-121.97635
50379,37.66878,-122.08419
56680,37.52826,-122.0251
52281,37.83292,-122.27326
54732,37.84595,-122.27292
50365,37.891026,-122.30642
56679,37.66168,-122.08825
52323,37.89119,-122.28402
56621,37.90152,-122.30748
56634,37.58069,-121.99074
54721,37.532238,-122.26342
54720,37.92102,-122.28905
52328,37.96101,-122.33742
50382,37.83579,-122.27311
52324,37.86873,-122.2661
52304,37.8295,-122.28796
54713,37.93988,-122.36283
52301,37.82942,-122.28727
56650,37.88805,-122.29811
50400,37.93594,-122.30892
54704,37.9158,-122.28316
59134,37.84355,-122.27501
50284,37.91046,-122.2802
52485,37.52221,-122.26008
50286,37.83842,-122.29313
52488,37.63098,-122.09611
54688,37.93579,-122.34789
52490,37.52266,-122.26139
50296,37.58103,-122.02386
54699,37.86816,-122.26407
58974,37.62154,-122.06636
58977,37.9371,-122.36368
50306,37.81822,-122.18031
58982,37.56035,-121.96934
58926,37.75956,-122.18686
54654,37.51857,-121.95532
56823,37.82916,-122.28501
56826,37.74504,-122.19584
52521,37.98336,-122.35416
56814,37.59775,-122.01799
56815,37.83021,-122.28335
56812,37.97336,-122.34994
58933,37.87248,-122.2685
56818,37.83668,-122.27347
56816,37.84623,-122.29495
56817,37.84699,-122.29151
56837,37.83654,-122.21769
54637,37.90731,-122.2794
54636,37.91705,-122.28417
54642,37.91148,-122.30316
54641,37.95762,-122.33848
50343,37.95875,-122.36228
52492,37.96105,-122.33714
58955,37.93491,-122.34864
56835,37.83005,-122.24295
50344,37.758728,-122.25272
56832,37.54802,-121.98755
59024,37.90966,-122.30191
59027,37.8326,-122.21457
54620,37.93255,-122.30939
52421,37.89469,-122.28281
59021,37.89063,-122.29344
56789,37.90074,-122.30957
54622,37.90194,-122.27637
54632,37.87468,-122.26855
59032,37.91577,-122.31183
59033,37.92557,-122.33107
56780,37.85551,-122.26897
54631,37.92233,-122.29251
56809,37.95256,-122.36688
50243,37.9254,-122.32322
59043,37.80113,-122.2733
54611,37.52352,-122.00843
56806,37.58652,-122.02168
56803,37.8973,-122.27579
54618,37.9253,-122.33783
59045,37.82833,-122.25856
50245,37.93047,-122.30654
56797,37.89327,-122.27483
52397,37.53594,-121.96478
52396,37.52467,-121.95755
56796,37.89201,-122.2742
59047,37.807518,-122.23111
54615,37.96255,-122.33626
52398,37.92924,-122.34775
54614,37.58089,-121.99065
56762,37.837673,-122.21961
54592,37.92558,-122.32698
52455,37.94427,-122.36256
54603,37.85274,-122.28398
50264,37.80018,-122.21616
54596,37.93578,-122.36263
59010,37.94274,-122.36267
52436,37.8459,-122.25502
54587,37.83072,-122.27368
56769,37.75335,-122.24116
54584,37.96256,-122.33642
58824,37.90297,-122.28864
55033,37.84901,-122.29214
58826,37.83416,-122.2246
58827,37.8332,-122.22357
51239,37.81017,-122.24895
51234,37.93644,-122.31188
58819,37.98991,-122.32813
51228,37.97683,-122.35108
58812,37.898758,-122.27657
51225,37.55128,-122.05061
55050,37.87496,-122.2606
56943,37.96878,-122.34285
53161,37.92928,-122.2987
51219,37.88135,-122.28987
56955,37.54089,-122.29151
56954,37.859,-122.26773
58802,37.82656,-122.25256
51210,37.88648,-122.29782
51211,37.89822,-122.28563
56995,37.80858,-122.18086
58856,37.5358,-121.96584
51207,37.845665,-122.29641
56988,37.93247,-122.30953
58850,37.79703,-122.21741
55056,37.92542,-122.32735
55057,37.960632,-122.3564
51198,37.75338,-122.17734
56996,37.8107,-122.19487
58844,37.54901,-122.04674
56997,37.80956,-122.18361
51195,37.76007,-122.16289
56979,37.8096,-122.18962
58843,37.57172,-121.9673
55081,37.521328,-121.95646
